doc_id,sentence_id,amr_string
3,3_247,"# ::tok Where this is not the case , it should not meddle .
# ::alignments t~1 0~3 c~5 i~7 r~8 1~9 m~10
(r / recommend-01
    :ARG1 (m / meddle-01
        :ARG0 (i / it)
        :polarity -)
    :condition (c / case-04
        :ARG1 (t / this)
        :polarity -))
"
3,3_248,"# ::tok The EU needs to be big on big things and smaller on smaller things - something we may occasionally have neglected in the past .
# ::alignments o2~1 n~1 0~1 n2~2 b~5 b2~7 t~8 a~9 s~10 m~11 s2~12 m2~12 t2~13 w~16 p2~17 o~18 n3~20 p~23
(n2 / need-01
    :ARG0 (o2 / organization
        :name (n / name
            :op1 ""EU""))
    :ARG1 (a / and
        :op1 (b / big
            :domain o2
            :prep-on (t / thing
                :mod (b2 / big)))
        :op2 (s / small
            :degree (m / more)
            :domain o2
            :prep-on (t2 / thing
                :mod (s2 / small
                    :degree (m2 / more)))))
    :ARG1-of (n3 / neglect-01
        :ARG0 (w / we)
        :ARG1-of (p2 / possible-01)
        :frequency (o / occasional)
        :time (p / past)))
"
3,3_249,"# ::tok The EU needs to show it has the capacity to set both positive and negative priorities .
# ::alignments o~1 n~1 0~1 n2~2 s2~4 c~8 p2~9 s~10 b~11 p~12 a~13 n3~14 p3~15
(n2 / need-01
    :ARG0 (o / organization
        :name (n / name
            :op1 ""EU""))
    :ARG1 (s2 / show-01
        :ARG0 o
        :ARG1 (c / capable-01
            :ARG1 o
            :ARG2 (s / set-02
                :ARG0 o
                :ARG1 (a / and
                    :mod (b / both)
                    :op1 (p3 / priority
                        :mod (p / positive))
                    :op2 (p2 / priority
                        :ARG0-of (n3 / negative-02)))))))
"
3,3_250,"# ::tok As all governments , we need to take extra care of the quality and quantity of our regulation knowing that , as Montesquieu said , ' les lois inutiles affaiblissent les lois nécessaires ' .
# ::alignments r2~0 a~1 g2~2 g~2 w~4 n4~5 e~8 c~9 q~12 a2~13 n5~14 r~17 k~18 p~22 n~22 2~22 s~23 l~27 n2~27 0~27 3~27 p2~29 l2~31 n3~31 1~31 4~32
(n4 / need-01
    :ARG0 (w / we
        :ARG1-of (r2 / resemble-01
            :ARG2 (g2 / government-organization
                :ARG0-of (g / govern-01)
                :mod (a / all))))
    :ARG1 (c / care-03
        :ARG0 w
        :ARG1 (a2 / and
            :op1 (q / quality
                :poss (r / regulate-01
                    :ARG0 w))
            :op2 (n5 / number
                :quant-of r))
        :degree (e / extra)
        :manner (k / know-01
            :ARG0 w
            :ARG1 (p2 / possible-01
                :ARG1 (l2 / law
                    :name (n3 / name
                        :op1 ""Lois""
                        :op2 ""nécessaires""))
                :ARG1-of (s / say-01
                    :ARG0 (p / person
                        :name (n / name
                            :op1 ""Montesquieu""))))))
    :rel (l / law
        :name (n2 / name
            :op1 ""Lois""
            :op2 ""Utile"")))
"
3,3_251,"# ::tok [ ' Useless laws weaken the necessary ones ' . ]
# ::alignments 0~0 l~1 u~2 l2~3 w~4 n~6
(w / weaken-01
    :ARG0 (l2 / law
        :ARG1-of (u / use-01
            :polarity -))
    :ARG1 (l / law
        :ARG1-of (n / need-01)))
"
3,3_252,"# ::tok But there are , honourable members , areas of major importance where Europe must have more integration , more unity .
# ::alignments c2~0 h2~4 h~5 m2~5 a2~7 m~9 i~10 a~11 c~12 n~12 0~12 o~13 m3~15 i2~16 u~19
(c2 / contrast-01
    :ARG2 (a2 / area
        :ARG0-of (h / have-org-role-91
            :ARG2 (m2 / member
                :ARG1-of (h2 / honorable-03)))
        :location-of (o / obligate-01
            :ARG1 (c / continent
                :name (n / name
                    :op1 ""Europe""))
            :ARG2 (a / and
                :op1 (i2 / integrate-01
                    :ARG1 a
                    :degree (m3 / more))
                :op2 (u / unity
                    :degree m3)))
        :mod (i / important
            :ARG1-of (m / major-02))))
"
3,3_253,"# ::tok Where only a strong Europe can deliver results .
# ::alignments e~0 o~1 s~3 c~4 n~4 0~4 p~5 d~6 t~7 r~7
(e / event
    :location-of (p / possible-01
        :ARG1 (d / deliver-01
            :ARG0 (c / continent
                :name (n / name
                    :op1 ""Europe"")
                :ARG1-of (s / strong-02)
                :mod (o / only))
            :ARG1 (t / thing
                :ARG2-of (r / result-01)))))
"
3,3_254,"# ::tok I believe a political union needs to be our political horizon , as I stressed in last year 's State of the Union .
# ::alignments i~0 b~1 p~3 u~4 n2~5 w~8 h~10 s~14 l~16 y~17 b2~19 n~19 0~19 2~20 3~21 1~22
(b / believe-01
    :ARG0 (i / i)
    :ARG1 (n2 / need-01
        :ARG1 (h / horizon
            :domain (u / union-02
                :mod (p / politics))
            :mod p
            :poss (w / we))
        :ARG1-of (s / stress-01
            :ARG0 i
            :medium (b2 / broadcast-program
                :name (n / name
                    :op1 ""State""
                    :op2 ""of""
                    :op3 ""the""
                    :op4 ""Union"")
                :time (y / year
                    :mod (l / last))))))
"
3,3_255,"# ::tok This is not just the demand of a passionate European .
# ::alignments t~0 0~2 j~3 d~5 p~8 c~9 n~9 1~9 p2~10
(d / demand-01
    :ARG0 (p2 / person
        :mod (c / continent
            :name (n / name
                :op1 ""Europe""))
        :mod (p / passionate))
    :ARG1 (t / this)
    :mod (j / just
        :polarity -))
"
3,3_256,"# ::tok This is the indispensable way forward to consolidate our progress and ensure the future .
# ::alignments t~0 i~3 w~4 f~5 c~7 w2~8 p~9 a~10 e~11 f2~13
(w / way
    :ARG1-of (i / indispensable-01
        :purpose (a / and
            :op1 (c / consolidate-01
                :ARG1 (p / progress-01
                    :ARG1 (w2 / we)))
            :op2 (e / ensure-01
                :ARG1 (f2 / future))))
    :direction (f / forward)
    :domain (t / this))
"
3,3_257,"# ::tok Ultimately , the solidity of our policies , namely of the economic and monetary union , depend on the credibility of the political and institutional construct that supports it .
# ::alignments u~0 s~3 w~5 p~6 m~8 e~11 m2~13 u2~14 d~16 c2~19 p2~22 i~24 c~25 s2~27
(d / depend-01
    :ARG0 (s / solidity
        :poss (p / policy-01
            :ARG0 (w / we)
            :ARG1-of (m / mean-01
                :ARG2 (u2 / union-02
                    :ARG1 (e / economy)
                    :ARG3 (m2 / money)))))
    :ARG1 (c2 / credibility
        :poss (c / construct
            :ARG0-of (s2 / support-01
                :ARG1 p)
            :mod (i / institution)
            :mod (p2 / politics)))
    :time (u / ultimate))
"
3,3_258,"# ::tok So we have mapped out , in the Commission Blueprint for a deep and genuine Economic and Monetary Union , not only the economic and monetary features , but also the necessities , possibilities and limits of deepening our institutional set - up in the medium and long term .
# ::alignments c~0 w~1 m~3 p2~8 n~8 1~8 0~9 5~10 4~11 d~12 a2~13 g~14 e~15 a3~16 2~17 3~18 f~22 e2~23 a4~24 m3~25 f2~26 a~29 n2~31 p~33 a5~34 l~35 d2~37 i~39 s~40 m2~45 a6~46 l2~47
(c / cause-01
    :ARG1 (m / map-out-01
        :ARG0 (w / we)
        :ARG1 (a2 / and
            :op1 (f2 / feature
                :mod (e2 / economy))
            :op5 (a3 / and
                :mod (a / also)
                :op1 (n2 / need-01)
                :op2 (f / feature
                    :mod (m3 / money))
                :op2 (p / possible-01)))
        :ARG1 (a6 / and
            :ARG1-of (d / deep-02)
            :mod (g / genuine)
            :op1 d
            :op2 g)
        :location (p2 / publication
            :name (n / name
                :op1 ""Commission""
                :op2 ""Blueprint""
                :op3 ""for""
                :op4 ""a""
                :op6 ""Monetary""
                :op7 ""Union"")))
    :rel (a4 / and
        :op3 (l / limit-01
            :ARG1 (d2 / deep-02
                :ARG1 (s / set-up-03
                    :ARG1 (i / institution)
                    :poss w)
                :time (a5 / and
                    :op1 (m2 / medium)
                    :op2 (l2 / long-03)))))
    :rel (e / economy))
"
3,3_259,"# ::tok The Commission will continue to work for the implementation of its Blueprint , step by step , one phase after the other .
# ::alignments c~1 c2~3 w~5 i~8 t~11 n~11 0~11 s~15 o~17 p~18 a~19 o2~21
(c2 / continue-01
    :ARG0 (c / commission)
    :ARG1 (w / work-01
        :ARG0 c
        :ARG1 (i / implement-01
            :ARG1 (t / thing
                :name (n / name
                    :op1 ""Blueprint"")
                :poss c))
        :manner (s / step-by-step
            :manner (p / phase
                :mod (o / one)
                :time (a / after
                    :op1 (o2 / other))))))
"
3,3_260,"# ::tok And I confirm , as announced last year , the intention to present , before the European elections , further ideas on the future of our Union and how best to consolidate and deepen the community method and community approach in the longer term .
# ::alignments a~0 i~1 c2~2 a5~5 l~6 y~7 i3~10 p~12 b~14 c4~16 n~16 0~16 e~17 f~19 i2~20 f2~23 w~25 o~26 n2~26 1~26 a2~27 t~28 g~29 m3~30 c3~31 a3~32 d~33 m~36 a4~37 c~38 a6~39 m2~41 l2~42
(a / and
    :op2 (c2 / confirm-01
        :ARG0 (i / i)
        :ARG1 (i3 / intend-01
            :ARG1 (p / present-01
                :ARG1 (i2 / idea
                    :mod (f / further)
                    :topic (a2 / and
                        :op1 (f2 / future
                            :poss (o / organization
                                :name (n2 / name
                                    :op1 ""Union"")
                                :poss (w / we)))
                        :op2 (t / thing
                            :ARG1-of (g / good-02
                                :degree (m3 / most))
                            :manner-of (a3 / and
                                :ARG1-of (l2 / long-03
                                    :degree (m2 / more))
                                :op1 (c3 / consolidate-01
                                    :ARG1 (a4 / and
                                        :op1 (m / method
                                            :mod (c / community))
                                        :op2 (a6 / approach-02
                                            :ARG0 c)))
                                :op2 (d / deepen-01
                                    :ARG1 a4)))))
                :time (b / before
                    :op1 (e / elect-01
                        :mod (c4 / continent
                            :name (n / name
                                :op1 ""Europe"")))))
            :ARG1-of (a5 / announce-01
                :time (y / year
                    :mod (l / last))))))
"
3,3_261,"# ::tok That way , they can be subject to a real European debate .
# ::alignments t~0 w~1 t2~3 p~4 s~6 r~9 c~10 n~10 0~10 d~11
(p / possible-01
    :ARG1 (s / subject-01
        :ARG1 (t2 / they)
        :ARG2 (d / debate-01
            :ARG1-of (r / real-04)
            :mod (c / continent
                :name (n / name
                    :op1 ""Europe""))))
    :manner (w / way
        :mod (t / that)))
"
3,3_262,"# ::tok They will set out the principles and orientations that are necessary for a true political union .
# ::alignments t~0 s~2 p2~5 a~6 o~7 n~10 t2~13 p~14 u~15
(s / set-out-06
    :ARG0 (t / they)
    :ARG1 (a / and
        :ARG1-of (n / need-01
            :ARG0 (u / union-02
                :ARG1-of (t2 / true-01)
                :mod (p / politics)))
        :op1 (p2 / principle)
        :op2 (o / orient-01)))
"
3,3_263,"# ::tok Honourable Members , We can only meet the challenges of our time if we strengthen the consensus on fundamental objectives .
# ::alignments h2~0 p~1 h~1 m2~1 s~2 w~3 p2~4 o2~5 m~6 c~8 t~11 s2~14 c2~16 f~18 o~19
(s / say-01
    :ARG1 (p2 / possible-01
        :ARG1 (m / meet-01
            :ARG0 (w / we)
            :ARG1 (c / challenge-01
                :time (t / time
                    :poss w))
            :condition (s2 / strengthen-01
                :ARG0 w
                :ARG1 (c2 / consensus
                    :topic (o / objective
                        :mod (f / fundamental))))
            :mod (o2 / only)))
    :ARG2 (p / person
        :ARG0-of (h / have-org-role-91
            :ARG2 (m2 / member
                :mod (h2 / honorable)))))
"
3,3_264,"# ::tok Politically , we must not be divided by differences between the euro area and those outside it , between the centre and the periphery , between the North and the South , between East and West .
# ::alignments p2~0 w~2 o~3 0~4 d2~6 d~8 o2~11 n~11 2~11 1~11 a~13 o3~14 o4~15 c~20 p~23 n2~27 a2~28 s~30 e~33 a3~34 w2~35
(o / obligate-01
    :ARG2 (d2 / divide-02
        :ARG0 (d / differ-02
            :ARG1 (o2 / organization
                :name (n / name
                    :op1 ""euro""
                    :op2 ""Area""))
            :ARG2 (o3 / organization
                :location (o4 / outside
                    :op1 o2))
            :ARG3 (a / and
                :op1 (c / center)
                :op2 (p / periphery)
                :op4 (a2 / and
                    :op1 (n2 / north)
                    :op2 (s / south))
                :op5 (a3 / and
                    :op1 (e / east)
                    :op2 (w2 / west))))
        :ARG1 (w / we)
        :manner (p2 / politics)
        :polarity -))
"
3,3_265,"# ::tok The European Union must remain a project for all members , a community of equals .
# ::alignments o2~1 n~1 0~1 1~2 o~3 r~4 p2~6 a~8 c2~9 h~9 m~9 c~12 p~14 e~14
(o / obligate-01
    :ARG2 (r / remain-01
        :ARG1 (o2 / organization
            :name (n / name
                :op1 ""European""
                :op2 ""Union"")
            :mod (c / community
                :consist-of (p / person
                    :ARG1-of (e / equal-01))))
        :ARG3 (p2 / project
            :beneficiary (c2 / country
                :ARG0-of (h / have-org-role-91
                    :ARG1 o2
                    :ARG2 (m / member))
                :mod (a / all)))))
"
3,3_266,"# ::tok Economically , Europe has always been a way to close gaps between countries , regions and people .
# ::alignments e~0 c2~2 n~2 0~2 a~4 w~7 c~9 g~10 b~11 c3~12 r~14 p~16
(w / way
    :domain (c2 / continent
        :name (n / name
            :op1 ""Europe""))
    :manner (e / economy)
    :manner-of (c / close-01
        :ARG1 (g / gap
            :mod (b / between
                :op1 (c3 / country)
                :op2 (r / region)
                :op3 (p / person))))
    :time (a / always))
"
3,3_267,"# ::tok And that must remain so .
# ::alignments a~0 t~1 o~2 r~3 s~4
(a / and
    :op2 (o / obligate-01
        :ARG2 (r / remain-01
            :ARG1 (t / that)
            :ARG3 (s / so))))
"
3,3_268,"# ::tok We cannot do member states ' work for them .
# ::alignments w~0 p~1 0~2 h~3 m~3 s~4 w2~6 t~8
(p / possible-01
    :ARG1 (w2 / work-01
        :ARG0 (w / we)
        :ARG2 (s / state
            :ARG0-of (h / have-org-role-91
                :ARG2 (m / member)))
        :ARG2 (t / they))
    :polarity -)
"
3,3_269,"# ::tok The responsibility remains theirs .
# ::alignments r2~1 r~2 t~3
(r / remain-01
    :ARG1 (r2 / responsible-03)
    :ARG3 (t / they))
"
3,3_270,"# ::tok But we can and must complement it with European responsibility and European solidarity .
# ::alignments c3~0 w~1 p~2 a~3 o~4 c~5 i~6 c2~8 n~8 0~8 r~9 a2~10 s~12
(c3 / contrast-01
    :ARG2 (a / and
        :op1 (p / possible-01
            :ARG1 (c / complement-01
                :ARG0 (w / we)
                :ARG1 (i / it)
                :ARG2 (a2 / and
                    :op1 (r / responsible-03
                        :ARG0 (c2 / continent
                            :name (n / name
                                :op1 ""Europe"")))
                    :op2 (s / solidarity
                        :mod c2))))
        :op2 (o / obligate-01
            :ARG1 w
            :ARG2 c)))
"
3,3_271,"# ::tok For that reason , strengthening the social dimension is a priority for the months to come , together with our social partners .
# ::alignments t~1 c~2 s2~4 s~6 d~7 p2~10 m~13 c2~15 w~19 p~21
(c / cause-01
    :ARG0 (t / that)
    :ARG1 (p2 / prioritize-01
        :ARG1 (s2 / strengthen-01
            :ARG1 (d / dimension
                :mod (s / society
                    :accompanier (p / partner-01
                        :ARG0 (w / we)
                        :ARG1 s))))
        :time (m / month
            :ARG1-of (c2 / come-01))))
"
3,3_272,"# ::tok The Commission will come with its communication on the social dimension of the economic and monetary union on the 2nd of October .
# ::alignments c2~1 c~3 c3~6 s~9 d2~10 e~13 m~15 u~16 d~19 0~19 1~19
(c / come-01
    :ARG1 (c2 / commission)
    :accompanier (c3 / communicate-01
        :ARG0 c2
        :ARG1 (d2 / dimension
            :mod (s / society)
            :poss (u / union-02
                :ARG1 (e / economy)
                :ARG3 (m / money))))
    :time (d / date-entity
        :day 2
        :month 10))
"
3,3_273,"# ::tok Solidarity is a key element of what being part of Europe is all about , and something to take pride in .
# ::alignments s~0 k~3 e~4 p~8 c~10 n~10 0~10 a~12 a2~15 p2~19
(a2 / and
    :op1 (e / element
        :ARG1-of (k / key-02)
        :domain (s / solidarity)
        :part-of (p / part
            :mod (a / all)
            :part-of (c / continent
                :name (n / name
                    :op1 ""Europe""))))
    :op2 (p2 / pride-01
        :ARG2 s))
"
3,3_274,"# ::tok Safeguarding its values , such as the rule of law , is what the European Union was made to do , from its inception to the latest chapters in enlargement .
# ::alignments s~0 v~2 r~7 l2~9 o~14 n~14 0~14 1~15 m~17 d2~19 d~21 i~23 l~26 m2~26 c~27 e~29
(m / make-02
    :ARG1 (d2 / do-02
        :ARG0 (o / organization
            :name (n / name
                :op1 ""European""
                :op2 ""Union""))
        :ARG1 (s / safeguard-01
            :ARG0 o
            :ARG1 (v / value
                :example (r / rule-01
                    :ARG0 (l2 / law))
                :poss o))
        :time (d / date-interval
            :op1 (i / inception-00
                :ARG1 o)
            :op2 (c / chapter
                :subevent-of (e / expand-01
                    :ARG1 o)
                :time (l / late
                    :degree (m2 / most))))))
"
3,3_275,"# ::tok In last year 's State of the Union speech , at a moment of challenges to the rule of law in our own member states , I addressed the need to make a bridge between political persuasion and targeted infringement procedures on the one hand , and what I call the nuclear option of Article 7 of the Treaty , namely suspension of a member states ' rights .
# ::alignments l~1 y~2 o2~4 n~4 1~4 3~5 4~6 2~7 s~8 m5~12 c2~14 r2~17 l2~19 w~21 h~23 m3~23 s2~24 i~26 a~27 n2~29 m~31 b~33 p2~35 p~36 t~38 i2~39 p3~40 c~49 n3~51 o~52 a2~54 0~55 t2~58 m2~60 s4~61 h2~64 m4~64 s3~65 r~67
(a / address-02
    :ARG0 (i / i)
    :ARG1 (n2 / need-01
        :ARG1 (m / make-01
            :ARG1 (b / bridge-01
                :ARG1 (p / persuade-01
                    :ARG2 (p2 / politics))
                :ARG2 (p3 / procedure
                    :ARG1-of (t / target-01)
                    :instrument-of (i2 / infringe-01))
                :ARG2 (o / option
                    :ARG1-of (c / call-01
                        :ARG0 i)
                    :ARG1-of (m2 / mean-01
                        :ARG2 (s4 / suspend-01
                            :ARG1 (r / right-05
                                :ARG1 (s3 / state
                                    :ARG0-of (h2 / have-org-role-91
                                        :ARG1 (t2 / treaty)
                                        :ARG2 (m4 / member))))))
                    :mod (n3 / nucleus)
                    :part-of (a2 / article
                        :mod 7
                        :part-of t2)))))
    :time (m5 / moment
        :time-of (c2 / challenge-01
            :ARG1 (r2 / rule
                :location (s2 / state
                    :ARG0-of (h / have-org-role-91
                        :ARG1 (w / we)
                        :ARG2 (m3 / member)))
                :poss (l2 / law))))
    :time (s / speak-01
        :ARG0 i
        :ARG1 (o2 / organization
            :name (n / name
                :op1 ""State""
                :op2 ""of""
                :op3 ""the""
                :op4 ""Union""))
        :time (y / year
            :mod (l / last))))
"
3,3_276,"# ::tok Experience has confirmed the usefulness of the Commission role as an independent and objective referee .
# ::alignments e~0 c~2 u~4 o2~7 n~7 1~7 r2~8 0~10 d~11 o~13 p~14 r~14
(c / confirm-01
    :ARG0 (e / experience-01)
    :ARG1 (u / useful-05
        :ARG1 (r2 / role
            :mod (p / person
                :ARG0-of (d / depend-01
                    :polarity -)
                :ARG0-of (r / referee-01)
                :mod (o / objective))
            :poss (o2 / organization
                :name (n / name
                    :op1 ""Commission"")))))
"
3,3_277,"# ::tok We should consolidate this experience through a more general framework .
# ::alignments w~0 r~1 c~2 t~3 e~4 m~7 g~8 f~9
(r / recommend-01
    :ARG1 (c / consolidate-01
        :ARG0 (w / we)
        :ARG1 (e / experience-01
            :mod (t / this))
        :manner (f / framework
            :ARG1-of (g / general-02
                :degree (m / more)))))
"
3,3_278,"# ::tok It should be based on the principle of equality between member states , activated only in situations where there is a serious , systemic risk to the rule of law , and triggered by pre - defined benchmarks .
# ::alignments i~0 r~1 b~3 p~6 e~8 h~10 m~10 s3~11 a~13 o~14 s2~16 s~21 s4~23 r2~24 r3~27 l~29 t~32 b2~34 d~36 b3~37
(r / recommend-01
    :ARG1 (b / base-02
        :ARG1 (i / it)
        :ARG2 (p / principle
            :ARG1-of (a / activate-01
                :time (s2 / situation
                    :location-of (r2 / risk-01
                        :ARG1-of (s / serious-02)
                        :ARG2 (r3 / rule
                            :poss (l / law))
                        :mod (s4 / systemic))
                    :mod (o / only)))
            :ARG1-of (t / trigger-01
                :ARG0 (b3 / benchmark
                    :ARG1-of (d / define-01
                        :time (b2 / before))))
            :topic (e / equal-01
                :ARG1 (s3 / state
                    :ARG0-of (h / have-org-role-91
                        :ARG2 (m / member)))))))
"
3,3_279,"# ::tok The Commission will come forward with a communication on this .
# ::alignments c2~1 c~3 c3~7 t~9
(c / come-forward-19
    :ARG0 (c2 / commission)
    :ARG1 (c3 / communicate-01
        :ARG0 c2
        :ARG1 (t / this)))
"
3,3_280,"# ::tok I believe it is a debate that is key to our idea of Europe .
# ::alignments i~0 b~1 d~5 k~8 w~10 i2~11 c~13 n~13 0~13
(b / believe-01
    :ARG0 (i / i)
    :ARG1 (k / key-02
        :ARG1 (d / debate-01)
        :ARG2 (i2 / idea
            :poss (w / we)
            :topic (c / continent
                :name (n / name
                    :op1 ""Europe"")))))
"
3,3_281,"# ::tok This does not mean that national sovereignty or democracy are constrained .
# ::alignments t~0 0~2 m~3 n~5 s~6 o~7 d~8 c~10
(m / mean-01
    :ARG1 (t / this)
    :ARG2 (c / constrain-01
        :ARG1 (o / or
            :op1 (s / sovereignty
                :mod (n / nation))
            :op2 (d / democracy)))
    :polarity -)
"
3,3_282,"# ::tok But we do need a robust European mechanism to influence the equation when basic common principles are at stake .
# ::alignments c3~0 w~1 n2~3 r~5 c2~6 n~6 0~6 m~7 i~9 e~11 b~13 c~14 p~15 s~18
(c3 / contrast-01
    :ARG2 (n2 / need-01
        :ARG0 (w / we)
        :ARG1 (m / mechanism
            :ARG0-of (i / influence-01
                :ARG1 (e / equation)
                :time (s / stake-01
                    :ARG1 (p / principle
                        :mod (c / common)
                        :mod (b / basic))))
            :mod (c2 / continent
                :name (n / name
                    :op1 ""Europe""))
            :mod (r / robust))))
"
3,3_283,"# ::tok There are certain non - negotiable values that the EU and its member states must and shall always defend .
# ::alignments c~2 0~3 p~4 n2~5 v~6 o2~9 n~9 1~9 a2~10 h~12 m~12 s~13 o~14 a3~15 a~17 d~18
(v / value
    :ARG1-of (n2 / negotiate-01
        :ARG1-of (p / possible-01
            :polarity -))
    :mod (c / certain)
    :rel (a3 / and
        :op1 (o / obligate-01
            :ARG1 (a2 / and
                :op1 (o2 / organization
                    :name (n / name
                        :op1 ""EU""))
                :op2 (s / state
                    :ARG0-of (h / have-org-role-91
                        :ARG1 o2
                        :ARG2 (m / member)))))
        :op2 (d / defend-01
            :ARG0 a2
            :ARG1 v
            :time (a / always))))
"
3,3_284,"# ::tok Honourable Members , The polarisation that resulted from the crisis poses a risk to us all , to the project , to the European project .
# ::alignments h2~0 p~1 h~1 m~1 s~2 p2~4 r~6 c2~9 p3~10 a2~11 r2~12 w~14 a~15 p4~19 c~23 n~23 0~23 p5~24
(s / say-01
    :ARG1 (p3 / pose-02
        :ARG0 (p2 / polarize-01
            :ARG2-of (r / result-01
                :ARG1 (c2 / crisis)))
        :ARG1 (r2 / risk-01
            :ARG0 p2
            :ARG2 (a2 / and
                :op1 (w / we
                    :mod (a / all))
                :op1 (p5 / project)
                :op2 (p4 / project
                    :mod (c / continent
                        :name (n / name
                            :op1 ""Europe""))))))
    :ARG2 (p / person
        :ARG0-of (h / have-org-role-91
            :ARG2 (m / member
                :mod (h2 / honorable)))))
"
3,3_285,"# ::tok We , legitimate political representatives of the European Union , can turn the tide .
# ::alignments w~0 l~2 p~3 r~4 o~7 n~7 0~7 1~8 p2~10 t2~11 t~13
(p2 / possible-01
    :ARG1 (t2 / turn-01
        :ARG0 (w / we
            :ARG0-of (r / represent-01
                :ARG1 (o / organization
                    :name (n / name
                        :op1 ""European""
                        :op2 ""Union""))
                :ARG1-of (l / legitimate-02)
                :mod (p / politics)))
        :ARG1 (t / tide)))
"
3,3_286,"# ::tok You , the democratic representatives of Europe , directly elected , will be at the forefront of the political debate .
# ::alignments y~0 b~1 d2~3 r~4 c~6 n~6 0~6 d3~8 e~9 f~15 p~18 d~19
(b / be-located-at-91
    :ARG1 (y / you
        :ARG0-of (r / represent-01
            :ARG1 (c / continent
                :name (n / name
                    :op1 ""Europe""))
            :mod (d2 / democracy))
        :ARG1-of (e / elect-01
            :ARG1-of (d3 / direct-02)))
    :ARG2 (f / forefront
        :poss (d / debate-01
            :ARG1 (p / politics))))
"
3,3_287,"# ::tok The question I want to pose is : which picture of Europe will voters be presented with ?
# ::alignments q~1 i~2 w~3 p3~5 p2~9 c~11 n~11 0~11 p~13 v~13 p4~15 a~17
(w / want-01
    :ARG0 (i / i)
    :ARG1 (p3 / pose-02
        :ARG0 i
        :ARG1 (q / question-01
            :ARG1 (p4 / present-01
                :ARG1 (p2 / picture
                    :mod (a / amr-unknown)
                    :topic (c / continent
                        :name (n / name
                            :op1 ""Europe"")))
                :ARG2 (p / person
                    :ARG0-of (v / vote-01))))))
"
3,3_288,"# ::tok The candid version , or the cartoon version ?
# ::alignments c~1 v~2 o~4 c2~6 v2~7 0~8
(o / or
    :mode interrogative
    :op1 (v / version
        :mod (c / candid))
    :op2 (v2 / version
        :mod (c2 / cartoon)))
"
3,3_289,"# ::tok The myths or the facts ?
# ::alignments m~1 o~2 f~4 0~5
(o / or
    :mode interrogative
    :op1 (m / myth)
    :op2 (f / fact))
"
3,3_290,"# ::tok The honest , reasonable version , or the extremist , populist version ?
# ::alignments h~1 r~3 v~4 o~6 e~8 p~10 v2~11 0~12
(o / or
    :mode interrogative
    :op1 (v / version
        :ARG1-of (r / reasonable-02)
        :ARG1-of (h / honest-01))
    :op2 (v2 / version
        :mod (p / populist)
        :mod (e / extremism)))
"
3,3_291,"# ::tok It 's an important difference .
# ::alignments i~3 d~4
(d / differ-02
    :mod (i / important))
"
3,3_292,"# ::tok I know some people out there will say Europe is to blame for the crisis and the hardship .
# ::alignments i~0 k~1 s2~2 p~3 o~4 t~5 s~7 c~8 n~8 0~8 b~11 c2~14 a~15 h~17
(k / know-01
    :ARG0 (i / i)
    :ARG1 (s / say-01
        :ARG0 (p / person
            :location (o / out
                :op1 (t / there))
            :mod (s2 / some))
        :ARG1 (b / blame-01
            :ARG1 (c / continent
                :name (n / name
                    :op1 ""Europe""))
            :ARG2 (a / and
                :op1 (c2 / crisis)
                :op2 (h / hardship)))))
"
3,3_293,"# ::tok But we can remind people that Europe was not at the origin of this crisis .
# ::alignments c2~0 w~1 p2~2 r~3 p~4 c~6 n~6 1~6 0~8 o~11 t~13 c3~14
(c2 / contrast-01
    :ARG2 (p2 / possible-01
        :ARG1 (r / remind-01
            :ARG0 (w / we)
            :ARG1 (o / originate-01
                :ARG1 (c3 / crisis
                    :mod (t / this))
                :ARG2 (c / continent
                    :name (n / name
                        :op1 ""Europe""))
                :polarity -)
            :ARG2 (p / person))))
"
3,3_294,"# ::tok It resulted from mismanagement of public finances by national governments and irresponsible behaviour in financial markets .
# ::alignments i~0 r2~1 m2~3 p~5 f~6 n~8 g2~9 g~9 a~10 r~11 b~12 0~13 f2~14 m~15
(r2 / result-01
    :ARG1 (a / and
        :op1 (m2 / mismanage-01
            :ARG0 (g2 / government-organization
                :ARG0-of (g / govern-01)
                :mod (n / nation))
            :ARG1 (f / finance
                :ARG1-of (p / public-02)))
        :op2 (b / behave-01
            :ARG0 g2
            :ARG1 (m / market
                :mod (f2 / finance))
            :ARG1-of (r / responsible-02
                :polarity -)))
    :ARG2 (i / it))
"
3,3_295,"# ::tok We can explain how Europe has worked to fix the crisis .
# ::alignments w~0 p~1 e~2 t~3 c~4 n~4 0~4 w2~6 f~8 c2~10
(p / possible-01
    :ARG1 (e / explain-01
        :ARG0 (w / we)
        :ARG1 (t / thing
            :manner-of (w2 / work-01
                :ARG0 (c / continent
                    :name (n / name
                        :op1 ""Europe""))
                :ARG1 (f / fix-02
                    :ARG0 c
                    :ARG1 (c2 / crisis))))))
"
